Message Id,Time,Sender Name,Reply Id,Message
558930,2020-11-24T09:29:49+00:00,MuLlaLla,,"надо смотреть по ситуации"
558931,2020-11-24T09:29:53+00:00,vionenv,558925,""
558932,2020-11-24T09:29:53+00:00,MuLlaLla,558925,"пч??"
558933,2020-11-24T09:29:53+00:00,simplearink,558915,"У многих она будет ? Те, кто учится - мало участвуют в общественной жизни, те, кто участвуют в общественной жизни - не всегда хорошо учатся"
558934,2020-11-24T09:29:54+00:00,dmiklashevskaya,,"Лучше пишите по максимум в чатах имхо. Они нас вечно затыкают приглашением на встречи, чтобы было не видно проблем универа (ведь почти никто не ходит на эти митинги). А так, когда нас много, может администрация обратит внимание на беспредел.\nПусть чат превратится в СуперИнно, только для универа. Может так хотя бы проблемы будут решаться."
558935,2020-11-24T09:30:00+00:00,MuLlaLla,,"а"
558936,2020-11-24T09:30:07+00:00,MuLlaLla,,"типа 6к за мероприятия"
558937,2020-11-24T09:30:11+00:00,simplearink,558936,"Да"
558938,2020-11-24T09:30:14+00:00,MuLlaLla,,"ну хз"
558939,2020-11-24T09:30:14+00:00,simplearink,,"Причём не всем"
558940,2020-11-24T09:30:16+00:00,MuLlaLla,,"надо посмотреть"
558941,2020-11-24T09:30:17+00:00,simplearink,,"А самым лучшим"
558942,2020-11-24T09:30:18+00:00,MuLlaLla,,"как будет работать"
558943,2020-11-24T09:30:18+00:00,ysukhorukov,558934,"Lets call it a polite mutiny!"
558944,2020-11-24T09:30:31+00:00,MuLlaLla,,"мы же еще даже ни разу не получали по новой системе"
558945,2020-11-24T09:30:35+00:00,Aleksey_zhu,,"10% лучших вроде из списка по убыванию баллов за активности"
558946,2020-11-24T09:30:39+00:00,CherryColored,,"ну че пацаны\nвот и работать на фул пора"
558947,2020-11-24T09:30:40+00:00,fatawesome,,"бля ринат"
558948,2020-11-24T09:30:41+00:00,fatawesome,,")"
558949,2020-11-24T09:31:01+00:00,akhmetbekali,,"дважды поменять систему стип"
558950,2020-11-24T09:31:05+00:00,akhmetbekali,,"это конечно красиво"
558951,2020-11-24T09:31:12+00:00,akhmetbekali,,"ору"
558952,2020-11-24T09:31:20+00:00,SkarletSkay,,""
558953,2020-11-24T09:31:20+00:00,SkarletSkay,,"АХАХАХ"
558954,2020-11-24T09:31:30+00:00,CherryColored,,"ахъахахаха"
558955,2020-11-24T09:31:33+00:00,akhmetbekali,,"ББляяяя"
558956,2020-11-24T09:31:37+00:00,vionenv,,"ахахахахах"
558957,2020-11-24T09:31:38+00:00,vionenv,,"че ребят"
558958,2020-11-24T09:31:40+00:00,vionenv,,"на галеру"
558959,2020-11-24T09:31:43+00:00,Aleksey_zhu,,""
558960,2020-11-24T09:31:57+00:00,vionenv,,"ну вместе с этим было бы логично уменьшить нагрузку по учебе кста"
558961,2020-11-24T09:32:06+00:00,dmiklashevskaya,558945,"ну реально, легче париться весь семестр, чтобы попасть в эти 10 процентов и получать всего 26к\n \nили пойти на какую-то лайтовую работу, где в любом случае будешь получать больше?"
558963,2020-11-24T09:32:19+00:00,CherryColored,,""
558964,2020-11-24T09:32:26+00:00,vionenv,558960,"иначе большинство будет на меньше 10к сидеть"
558965,2020-11-24T09:32:35+00:00,dmiklashevskaya,,"https://t.me/jobs_available"
558966,2020-11-24T09:32:35+00:00,vionenv,,"а кушать как спрашивается"
558967,2020-11-24T09:32:50+00:00,Terokin,,""
558968,2020-11-24T09:33:56+00:00,simplearink,558966,"Диетично"
558969,2020-11-24T09:34:32+00:00,Aleksey_zhu,558968,"макарошки всегда одинаково стоят"
558970,2020-11-24T09:34:44+00:00,simplearink,558969,"И греча"
558971,2020-11-24T09:34:46+00:00,ysukhorukov,558961,"Когда лаборантом на четверть ставки больше получаешь"
558972,2020-11-24T09:34:48+00:00,iambackend,,"Так, если все Б, то будет 6К?"
558973,2020-11-24T09:34:53+00:00,simplearink,558972,"9"
558974,2020-11-24T09:35:25+00:00,iambackend,,"Пиздец нахуй блядь."
558975,2020-11-24T09:36:07+00:00,iambackend,,"То есть сейчас максимальная стипендия приблизительно такая же, как раньше была стартовая."
558976,2020-11-24T09:36:07+00:00,DanielFaraday28,558974,"Так точно"
558977,2020-11-24T09:36:30+00:00,CherryColored,,"а как гпа считается?"
558978,2020-11-24T09:36:31+00:00,iambackend,,"Сколько они студентов собираются набрать на следущий год?"
558979,2020-11-24T09:36:43+00:00,myaksik,558977,"судя по имеющйеся информации - обычное среднее"
558980,2020-11-24T09:36:47+00:00,myaksik,,"без кредитов"
558981,2020-11-24T09:36:48+00:00,CherryColored,558978,"им якобы ща не хватает"
558982,2020-11-24T09:37:48+00:00,simplearink,558975,"Типа того. Сейчас отличники будут получать как хорошисты раньше"
558983,2020-11-24T09:38:10+00:00,iambackend,558622,"/IU_RiP"
558984,2020-11-24T09:38:15+00:00,SueGreen,,"я забыла, гпа будет считаться за все семестры или только за последний или как?"
558985,2020-11-24T09:38:46+00:00,stupidjava,558978,"Отрицательное количество"
558986,2020-11-24T09:38:56+00:00,gafmn,558984,"Гпа будет считаться без кредитов 🌚"
558987,2020-11-24T09:39:08+00:00,simplearink,558986,"Неплохо"
558988,2020-11-24T09:39:14+00:00,akhmetbekali,558986,"чего блять"
558989,2020-11-24T09:39:20+00:00,gafmn,558988,"Света в чате писала"
558990,2020-11-24T09:39:21+00:00,simplearink,,"Как минимум ашка за физру есть"
558991,2020-11-24T09:39:24+00:00,CherryColored,,"а оценки как мапятся?"
558992,2020-11-24T09:39:47+00:00,gafmn,,"Я сама не знаю, как так можно"
558993,2020-11-24T09:39:47+00:00,CherryColored,,"a - 5 или 4"
558994,2020-11-24T09:39:52+00:00,CherryColored,,"а физра"
558995,2020-11-24T09:39:58+00:00,CherryColored,,"пасфейл там как"
558996,2020-11-24T09:40:01+00:00,CherryColored,,""
558997,2020-11-24T09:40:05+00:00,myaksik,,"пасс - а фейл - д"
558998,2020-11-24T09:40:07+00:00,gafmn,558994,""
558999,2020-11-24T09:40:10+00:00,stupidjava,,"То есть 3 невозможно"
559000,2020-11-24T09:40:17+00:00,stupidjava,,"Потому что физра уже А"
559001,2020-11-24T09:40:24+00:00,CherryColored,,"А это 5 или 4"
559002,2020-11-24T09:40:48+00:00,akhmetbekali,,"бля можно пожалуйста 1 сем старую стипу"
559003,2020-11-24T09:40:55+00:00,CherryColored,559002,"+"
559004,2020-11-24T09:41:02+00:00,myaksik,559002,"он сейчас идёт)))"
559005,2020-11-24T09:41:49+00:00,CherryColored,,""
559006,2020-11-24T09:42:10+00:00,iambackend,,"Я все ещё не понимаю зачем они написали что «такой же бюджет»."
559007,2020-11-24T09:42:23+00:00,iambackend,,"Потому что отсюда воняет пиздежом."
559008,2020-11-24T09:43:03+00:00,iambackend,,"Если бы они написали «нет бабосов, нет стипухи» можно было бы понять."
559009,2020-11-24T09:43:09+00:00,myaksik,,"ну со всеми бывает, взяли бухгалтера без опыта, он нолики перепутал"
559010,2020-11-24T09:43:16+00:00,myaksik,,"начальники не глядя подписали"
559011,2020-11-24T09:43:23+00:00,myaksik,,"студенты без стипы остались"
559012,2020-11-24T09:43:49+00:00,iambackend,,"А так «бабосов столько же, просто любим горящие пердаки»."
559013,2020-11-24T09:44:03+00:00,simplearink,559001,"5 судя по формуле"
559014,2020-11-24T09:44:35+00:00,russab0,,"А че там по стипам в маге?"
559015,2020-11-24T09:44:42+00:00,harrm,559006,"Ну написали же, поступило внезапно больше студентов, университет же никак не мог контролировать сколько они людей берут. Поэтому им пришлось взять деньги из твоего гранта."
559016,2020-11-24T09:44:45+00:00,akhmetbekali,559014,"тоже порезали"
559017,2020-11-24T09:45:04+00:00,russab0,559016,"Есть формулы и циферки? Скинь пж"
559018,2020-11-24T09:45:35+00:00,loaferCH,,""
559019,2020-11-24T09:45:37+00:00,iambackend,559015,"А как больше, приём не начался?)"
559020,2020-11-24T09:46:34+00:00,harrm,,"А, это я неправильно понял."
559021,2020-11-24T09:46:35+00:00,harrm,,"Dear students! This is not a misprint or joke, unfortunately. Next year according to the scholarship budget and the number of students we are planning to have, we will be able to pay 26 000 maximum for bachelors. The budget remains the same, but the number of student grows for 20%. We can not increase the budget due to economic conditions."
559022,2020-11-24T09:47:30+00:00,harrm,,"Университет узнал, что к ним какие-то люди поступят"
559023,2020-11-24T09:47:33+00:00,myaksik,,"я не понял"
559024,2020-11-24T09:47:37+00:00,harrm,,"И понял, что денег на всех уже не хватит."
559025,2020-11-24T09:47:44+00:00,myaksik,,"у нас же блять самый большйо курс"
559026,2020-11-24T09:47:49+00:00,myaksik,,"и мы выпускаемся"
559027,2020-11-24T09:48:02+00:00,myaksik,,"чето хуйня какая-то вообще"
559028,2020-11-24T09:48:08+00:00,harrm,,"Они просто думали что наверное не поступят люди в следующем семестре, всё посчитали и денег хватало"
559029,2020-11-24T09:48:12+00:00,harrm,,"А тут раз — и поступят."
559030,2020-11-24T09:48:15+00:00,myaksik,,"xd"
559031,2020-11-24T09:48:15+00:00,harrm,,"И всё, нет денег."
559032,2020-11-24T09:48:18+00:00,iambackend,,"А можно тогда просто взять старые правила стипухи, и умножить их на 80%?"
559033,2020-11-24T09:48:19+00:00,ysukhorukov,559028,"Кек"
559034,2020-11-24T09:48:26+00:00,ysukhorukov,,"Деньги на нашу стипу по идее должны быть в гранте уже"
559035,2020-11-24T09:48:33+00:00,ysukhorukov,,"Какого фига?"
559036,2020-11-24T09:48:56+00:00,iambackend,,"Ну и ещё раз они поступят в сентябре, то хуле сейчас началось? Дайте доучиться-то."
559037,2020-11-24T09:49:10+00:00,harrm,559034,"А что ты, грантом не хочешь с родным университетом поделиться? Он всё для тебя делает — и оффлайн в пандемию, и качественные курсы, а тебе жалко 10к со стипендии?"
559038,2020-11-24T09:49:19+00:00,jenamax,,"Зачем тогда набирали столько? Сначала в читалке места стали заканчиваться, теперь бабло"
559039,2020-11-24T09:49:26+00:00,stupidjava,,""
559040,2020-11-24T09:49:26+00:00,stupidjava,,""
559041,2020-11-24T09:49:35+00:00,loaferCH,,""
559042,2020-11-24T09:49:43+00:00,myaksik,559039,"xd"
559043,2020-11-24T09:49:58+00:00,IlnurMIR,,"Слушайте,  конечно тупик, но эта новая стипа уже будет с след. семестра работать? Или нас это не успеет зацепить?"
559044,2020-11-24T09:50:07+00:00,myaksik,559043,"Со след"
559045,2020-11-24T09:50:21+00:00,harrm,,"Ага, с января."
559046,2020-11-24T09:50:28+00:00,myaksik,,"ну как бы 2020"
559047,2020-11-24T09:50:31+00:00,myaksik,,"не самое худшее"
559048,2020-11-24T09:50:31+00:00,harrm,,"Диплом будем дописывать, и чтобы у нас было больше времени и мотивации"
559049,2020-11-24T09:50:38+00:00,myaksik,,"что там ещё осталось"
559050,2020-11-24T09:50:39+00:00,harrm,,"Нам честную систему стипендий решили сделать."
559051,2020-11-24T09:50:44+00:00,harrm,559046,"Это 2021 будет."
559052,2020-11-24T09:50:53+00:00,IlnurMIR,,"тоесть мы не успеем пососать?"
559053,2020-11-24T09:50:53+00:00,myaksik,,"ну новость сйечас)))"
559054,2020-11-24T09:51:06+00:00,myaksik,559052,"успеем"
559055,2020-11-24T09:51:08+00:00,CherryColored,,"думада зимой пойти в свою старую шк и рассказать про инно\nтеперь не пойду"
559056,2020-11-24T09:51:11+00:00,gafmn,559052,"Полгода будем"
559057,2020-11-24T09:51:17+00:00,udntwnme,,"Да похуй"
559058,2020-11-24T09:51:23+00:00,udntwnme,,"Немножко потерпеть осталось"
559059,2020-11-24T09:51:28+00:00,CherryColored,559058,"++"
559060,2020-11-24T09:51:36+00:00,udntwnme,,"В любом случае, нам повезло больше, чем молодым"
559061,2020-11-24T09:51:38+00:00,CherryColored,,"проползли вовремя"
559062,2020-11-24T09:51:40+00:00,myaksik,,"бля ну теперь с такой хуйнёй я даже не знаю, оставаться или нет"
559063,2020-11-24T09:51:49+00:00,iambackend,559058,"Знающие люди говорят..."
559064,2020-11-24T09:52:04+00:00,CherryColored,,"а еще отрабатывать новым 2 года"
559065,2020-11-24T09:52:09+00:00,CherryColored,,""
559066,2020-11-24T09:52:10+00:00,CherryColored,,""
559067,2020-11-24T09:52:12+00:00,CherryColored,,""
559068,2020-11-24T09:52:33+00:00,vionenv,559062,"А причем здесь вопрос со стипой)"
559069,2020-11-24T09:52:38+00:00,vionenv,,"ты же закончишь через полгода"
559070,2020-11-24T09:52:45+00:00,IBDesignable,559064,"охуенно"
559071,2020-11-24T09:52:47+00:00,myaksik,,"оставаться жить в Инно"
559072,2020-11-24T09:52:48+00:00,fniyaz,559036,"гуд кестион 🤔"
559073,2020-11-24T09:53:26+00:00,udntwnme,559062,"Выгоднее дожить же"
559074,2020-11-24T09:53:27+00:00,vionenv,,"а теперь вспомните что есть челики которые щас еще грант оплачивают частично и которым 2 года работать🤡🤡🤡"
559075,2020-11-24T09:53:48+00:00,vionenv,,"полный фарш"
559076,2020-11-24T09:54:21+00:00,CherryColored,559074,""
559077,2020-11-24T09:54:25+00:00,jenamax,,"А они получается в следующем году наберут на 20 процентов больше? Вопрос зачем, если в универе уже места не хватает и они понимают, что у них не хватит бабла"
559078,2020-11-24T09:54:34+00:00,CherryColored,559071,"нет конечно"
559079,2020-11-24T09:55:10+00:00,myaksik,,"я хотел оставаться тут, потоому что для меня концепт города - идеальный и мне не нужны всякие концерты и прочая движуха"
559080,2020-11-24T09:55:14+00:00,iambackend,,"Пацаны, помните правило про то, что зарплата после выпуска должна быть не меньше 1.5 от стипухи за последний год? \n😎👍"
559081,2020-11-24T09:55:20+00:00,myaksik,,"но если универ начнет загибаться"
559082,2020-11-24T09:55:26+00:00,akhmetbekali,559080,"снижают зарплаты в инно"
559083,2020-11-24T09:55:39+00:00,myaksik,559081,"то и город может кхм это самое"
559084,2020-11-24T09:55:53+00:00,fatawesome,,""
559085,2020-11-24T09:55:56+00:00,fatawesome,,"))0"
559086,2020-11-24T09:56:19+00:00,iambackend,,"Интересно, а кто-то изменил свои взгляды на магистратуру?"
559087,2020-11-24T09:56:24+00:00,mmmsalo,559085,"так поебать же. как город Инно хуже не стал"
559088,2020-11-24T09:56:25+00:00,simplearink,,"After no time of working here"
559089,2020-11-24T09:56:29+00:00,harrm,559086,"Я упрочнил."
559090,2020-11-24T09:56:30+00:00,mmmsalo,,"по крайней мере от этой новости"
559091,2020-11-24T09:56:32+00:00,ysukhorukov,559086,"Fuck it!"
559092,2020-11-24T09:56:36+00:00,simplearink,559086,"Как не хотела сюда идти, так и не пойду"
559093,2020-11-24T09:56:36+00:00,vionenv,559087,"по факту"
559094,2020-11-24T09:56:36+00:00,harrm,,"Дело даже не в деньгах, а в отношении."
559095,2020-11-24T09:56:43+00:00,mmmsalo,559088,"там как бы есть этот вариант)"
559096,2020-11-24T09:56:52+00:00,ysukhorukov,,"Как минимум ТОЧНО не в Инно"
559097,2020-11-24T09:56:54+00:00,simplearink,559095,"Да понимаю"
559098,2020-11-24T09:56:56+00:00,fatawesome,559087,"универ - градообразующее предприятие"
559099,2020-11-24T09:56:57+00:00,ysukhorukov,,"В магу"
559100,2020-11-24T09:56:57+00:00,myaksik,559087,"без универа сможет развиваться также думаешьь?"
559101,2020-11-24T09:57:04+00:00,IlnurMIR,,"Может рил написать Никифорову?"
559102,2020-11-24T09:57:13+00:00,simplearink,559101,"Он есть в чате Универа"
559103,2020-11-24T09:57:15+00:00,myaksik,,"или сейчас город уже не вокруг универа, а вокруг колечка"
559104,2020-11-24T09:57:17+00:00,simplearink,,"Вроде как"
559105,2020-11-24T09:57:25+00:00,simplearink,559103,"Вокруг Универа вроде"
559106,2020-11-24T09:57:31+00:00,fatawesome,559101,"и че он\nпродаст лососевую ферму и студентам деньги раздаст?)"
559107,2020-11-24T09:57:43+00:00,fatawesome,559103,"универ гарантирует кадры компаниям, не наоборот"
559108,2020-11-24T09:57:45+00:00,myaksik,559106,"икрой стипу)))))"
559109,2020-11-24T09:57:46+00:00,IlnurMIR,559102,"ну ему лучше более конкретно написать суммировав и аргументировав наши недовльства, а то ему читать весь тот срач думаю не удобно"
559110,2020-11-24T09:58:07+00:00,myaksik,559107,"ну вот я тоже про это"
559111,2020-11-24T09:58:14+00:00,IlnurMIR,559109,"и если мы покажем, что мы не просто так агримся, то думаю сможем убедить его быть на нашей стороне"
559112,2020-11-24T09:58:20+00:00,myaksik,559109,"мне кажется он в курсе"
559113,2020-11-24T09:58:28+00:00,myaksik,,"а если не в курсе - пизда)"
559114,2020-11-24T09:58:46+00:00,passgressive,,"Может это, забастовка?"
559115,2020-11-24T09:58:55+00:00,fatawesome,,"учебу байкотируем? я за!"
559116,2020-11-24T09:59:05+00:00,myaksik,,"не хочу в армию((("
559117,2020-11-24T09:59:06+00:00,simplearink,,"Я тоже"
559118,2020-11-24T09:59:22+00:00,stupidjava,559116,"Заболей"
559119,2020-11-24T09:59:27+00:00,russab0,,""
559120,2020-11-24T09:59:28+00:00,Aleksey_zhu,559117,""
559121,2020-11-24T09:59:39+00:00,jenamax,,"Самое странное здесь это фраза что мол мы собираемся набрать больше студентов, но бабла нет, так что сосите. Вопрос, почему если нет бабла нельзя набрать меньше студентов?"
559122,2020-11-24T09:59:53+00:00,SkarletSkay,,"у первого курса минута кричания"
559123,2020-11-24T10:00:04+00:00,Aleksey_zhu,559122,"они попали)"
559124,2020-11-24T10:00:14+00:00,Apostrov,,"пиздец первакам сейчас не повезло"
559125,2020-11-24T10:00:18+00:00,fatawesome,,"Короче план\nПреподы получают дохуя денег за то, что ведут пары\nЕсли они не будут вести пары, то не надо будет платить им столько денег\nЧтобы они не вели пары, пар не должно быть\nПара невозможна без студентов\nИтого если мы не будем ходить на пары, то деньги с зарплат профов освободятся)))))))0))0)))00)"
559126,2020-11-24T10:00:25+00:00,ysukhorukov,559122,"armpit-deep in shit"
559127,2020-11-24T10:00:31+00:00,simplearink,559120,"Это было про другое сообщение"
559128,2020-11-24T10:01:08+00:00,myaksik,559125,""
559129,2020-11-24T10:01:12+00:00,simplearink,559125,"Кстати пары зачастую так себе качества"
559130,2020-11-24T10:01:17+00:00,simplearink,,"За что бабки не ясно"
559131,2020-11-24T10:01:26+00:00,fatawesome,559129,"Да ну что ты у меркина огонь"
559132,2020-11-24T10:01:31+00:00,fatawesome,,"Одна пара за 2 недели"
559133,2020-11-24T10:01:32+00:00,Aleksey_zhu,559129,"обычно бывает без преподавателя даже лучше))))"
559134,2020-11-24T10:01:43+00:00,iambackend,,"Может им первый курс не понравился, и они решили намекнуть, что их здесь не ждут?"
559135,2020-11-24T10:01:46+00:00,BananaAndBread,559123,"Почему, они могут уйти и поступить в другой универ"
559136,2020-11-24T10:01:56+00:00,BananaAndBread,,"Если им немного выплачивать"
559137,2020-11-24T10:01:58+00:00,myaksik,,"🔥💊ВАКЦИНА ОТ COVID-19 ""СПУТНИК V"" ПРИ ВТОРОМ ПРОМЕЖУТОЧНОМ ИТОГЕ ИСПЫТАНИЙ ПОКАЗАЛА ЭФФЕКТИВНОСТЬ ВЫШЕ 95% ЧЕРЕЗ 21 ДЕНЬ ПОСЛЕ ВТОРОЙ ИНЪЕКЦИИ"
559138,2020-11-24T10:02:51+00:00,concrete13377,,"ща пфайзер напишет что у них 96.666"
559139,2020-11-24T10:04:05+00:00,fatawesome,559137,"стонкс?"
559140,2020-11-24T10:05:01+00:00,myaksik,559139,"афк система не так работает)))))"
559141,2020-11-24T10:05:08+00:00,myaksik,,"ну и я слил их уже"
559142,2020-11-24T10:05:42+00:00,fatawesome,559140,"я хз, вообще все деньги транжирю, так что пох"
559143,2020-11-24T10:05:43+00:00,fatawesome,,")"
559144,2020-11-24T10:06:25+00:00,myaksik,,"ну там какое название такая и реакция на новости"
559145,2020-11-24T10:06:27+00:00,myaksik,,"афк"
559146,2020-11-24T10:06:38+00:00,dmiklashevskaya,559086,"ну я на самом деле думала что возможно можно и остаться, если стипа останется (не могу совмещать работу и учебу почему-то)\n\nно теперь точно нет, без работы никак"
559147,2020-11-24T10:06:59+00:00,bochkaryoff,,"Кста а че у магов со стипендиями"
559148,2020-11-24T10:07:04+00:00,bochkaryoff,,"Так же?"
559149,2020-11-24T10:07:05+00:00,ysukhorukov,559146,"А что у мастеров?"
559150,2020-11-24T10:07:20+00:00,dmiklashevskaya,,"да то же скорее всего"
559151,2020-11-24T10:07:26+00:00,ysukhorukov,,"Раньше у них стипуха была больше чем у баков"
559152,2020-11-24T10:07:46+00:00,bochkaryoff,,"У них была стипа 18-42 вродь"
559153,2020-11-24T10:07:48+00:00,dmiklashevskaya,559151,"ну сейчас тоже, но уж всем порезали скорее всего\nтам Никита Ложников писал в чате, он вроде маг"
559154,2020-11-24T10:08:07+00:00,simplearink,559153,"Маг"
559155,2020-11-24T10:08:11+00:00,bochkaryoff,,"Значит сейчас у них что-то в духе 6-25"
559156,2020-11-24T10:08:12+00:00,loaferCH,,"Магистарм не порезали"
559157,2020-11-24T10:08:14+00:00,loaferCH,,"Как мне сказали"
559158,2020-11-24T10:08:29+00:00,Mustafin,,"У кого-то есть рядом договор наш?"
559159,2020-11-24T10:08:49+00:00,simplearink,,"Давите в чате за объединение студентов и формулируйте не вопросы, а требования \n\n(Я заявление на увольнение ещё не сдал, ещё не уволился, не могу нормально критиковать работодателя)"
559160,2020-11-24T10:08:50+00:00,Terokin,559156,"Гениально, режешь стипу бакам, чтобы они пошли в магу за норм стипой, а потом режешь стипу магам"
559161,2020-11-24T10:08:52+00:00,myaksik,559158,"они разные как я понимаю у некоторых"
559162,2020-11-24T10:09:11+00:00,myaksik,559160,"xd"
559163,2020-11-24T10:09:12+00:00,ysukhorukov,559153,"Спрошу как у PhD"
559164,2020-11-24T10:09:25+00:00,bochkaryoff,559158,"Есть"
559165,2020-11-24T10:09:28+00:00,bochkaryoff,,"Ток зачем"
559166,2020-11-24T10:09:29+00:00,simplearink,559159,"Как вам предложение?"
559167,2020-11-24T10:09:36+00:00,russab0,558951,"Количество вакансий в Инно в ближайшее время: ↘️↘️↘️"
559168,2020-11-24T10:09:59+00:00,Terokin,,"Или это был хитрый план для закрытия вакансий в инно"
559169,2020-11-24T10:09:59+00:00,Mustafin,559164,"у тебя другой"
559170,2020-11-24T10:10:13+00:00,bochkaryoff,,"чем"
559171,2020-11-24T10:10:16+00:00,Mustafin,559166,"норм предложение, я уже предложил SU"
559172,2020-11-24T10:10:21+00:00,CherryColored,,"Чее"
559173,2020-11-24T10:10:22+00:00,Mustafin,559170,"ты не гражданин РФ, точно другой)"
559174,2020-11-24T10:10:25+00:00,anufriyevt,,"блеать"
559175,2020-11-24T10:10:26+00:00,Apostrov,559168,"Хитрый план чтобы заполнить второй технопарк)"
559176,2020-11-24T10:10:28+00:00,anufriyevt,,"доброе утро"
559177,2020-11-24T10:10:34+00:00,Terokin,559175,"И жильё для вас строить не надо"
559178,2020-11-24T10:10:35+00:00,CherryColored,,"Мастерам тоже дропнули?"
559179,2020-11-24T10:10:49+00:00,Apostrov,559178,"https://t.me/c/1102482451/559156"
559180,2020-11-24T10:10:53+00:00,ysukhorukov,559178,"Дя"
559181,2020-11-24T10:10:55+00:00,jenamax,559177,"Студенты пойдут работать на стройку и сами все построят?"
559182,2020-11-24T10:10:55+00:00,CherryColored,,""
559183,2020-11-24T10:10:55+00:00,Terokin,,"Много_ходов_очка"
559184,2020-11-24T10:11:01+00:00,CherryColored,,"Ахахах"
559185,2020-11-24T10:11:03+00:00,Terokin,559181,"ГЕНИАЛЬНО"
559186,2020-11-24T10:11:04+00:00,ysukhorukov,,""
559187,2020-11-24T10:11:11+00:00,dmiklashevskaya,559166,"да просто универ привык все скидывать на Студ Ассоциации всякие, им так удобно потому что никто не шумит\n\nно это очень сложно на митинге отстаивать мнение многих студентов, потому что тебя воспринимают ""просто одним человеком""\n\nа вот когда толпа — совсем другое дело имхо, сразу виден масштаб проблемы"
559188,2020-11-24T10:11:12+00:00,CherryColored,,"Вхахахахах"
559189,2020-11-24T10:11:14+00:00,bochkaryoff,559173,"Можно сравнить"
559190,2020-11-24T10:11:21+00:00,Mustafin,559189,"ну как найду свой"
559191,2020-11-24T10:11:22+00:00,Mustafin,,")"
559192,2020-11-24T10:11:43+00:00,myaksik,559175,"там уже занято почти все))"
559194,2020-11-24T10:12:02+00:00,dmiklashevskaya,,"так что да, надо чтобы не просто СЮ сами там что-то отстаивали, а прям много-много людей"
559195,2020-11-24T10:12:09+00:00,vionenv,,"если деньги куда-то пропадают, они пропадают куда-то"
559196,2020-11-24T10:12:30+00:00,Mustafin,,"Ну, можно начать с бойкота пар. Если сделать это всем, они не дропнут весь четвертый курс."
559197,2020-11-24T10:12:34+00:00,Mustafin,,"Тем более они онлайн."
559198,2020-11-24T10:12:49+00:00,Mustafin,,"Терять все равно особо нечего"
559199,2020-11-24T10:12:51+00:00,bochkaryoff,559196,"Raid area 51 they can't shoot all of us"
559200,2020-11-24T10:12:55+00:00,myaksik,,"ну блин элективы классные же((("
559201,2020-11-24T10:13:12+00:00,dmiklashevskaya,559186,"это маги?\nну у них вообще ничего не поменялось, в сумме 42 макс как и было раньше (только теперь очень мало людей будут получать 42)"
559202,2020-11-24T10:13:22+00:00,Mustafin,559200,"Элективы ведут внешние преподы все равно, можно и ходить. Но попросить их не отмечать посещаемость"
559203,2020-11-24T10:13:34+00:00,dmiklashevskaya,559186,"according to this formula:\n\n<None>"
559204,2020-11-24T10:13:34+00:00,myaksik,559201,"18-42 3-36"
559205,2020-11-24T10:13:44+00:00,Apostrov,559201,"Зато можно продолжать рекламки пускать со стипой 42к"
559206,2020-11-24T10:13:52+00:00,harrm,559204,"3-42, 6к же прибавка."
559207,2020-11-24T10:13:53+00:00,myaksik,559202,"🤔"
559208,2020-11-24T10:13:56+00:00,dmiklashevskaya,559204,"ну у них макс так и остался 42\nу нас макс 26 теперь"
559209,2020-11-24T10:14:04+00:00,myaksik,,"прибавка не считается"
559210,2020-11-24T10:14:07+00:00,russab0,559077,"+"
559211,2020-11-24T10:14:14+00:00,dmiklashevskaya,559208,"и то если ты отличник и супер-активист (это очень-очень-очень редко)"
559212,2020-11-24T10:14:30+00:00,simplearink,559201,"Маги"
559213,2020-11-24T10:14:36+00:00,ysukhorukov,559201,"Дя, это маги"
559214,2020-11-24T10:14:44+00:00,harrm,559211,"Мда, а если хочешь просто учиться, а не шастать по всяким ивентам, то соси лапу."
559215,2020-11-24T10:14:46+00:00,myaksik,,"нихуя су там"
559216,2020-11-24T10:14:46+00:00,ysukhorukov,,"Но раньше они могли макс 48 получать, сейчас - макс 36 по факту"
559217,2020-11-24T10:14:50+00:00,myaksik,,"молодцы"
559218,2020-11-24T10:14:55+00:00,dmiklashevskaya,559209,"прибавка будет в основном у не отличников\nпотому что ты либо активничаешь как правило, либо упарываешься учебой\nвсе вместо оч сложно"
559219,2020-11-24T10:15:14+00:00,Syomakiss,559218,"Делаешь одну статью в Q1 и ты в топе"
559220,2020-11-24T10:15:15+00:00,ysukhorukov,559218,"Есть очень редкие случаи когда это получается"
559221,2020-11-24T10:15:15+00:00,iambackend,559215,"А что там?"
559222,2020-11-24T10:15:25+00:00,passgressive,,"Да начнётся война"
559223,2020-11-24T10:15:25+00:00,passgressive,,"📣 About New Scholarship Policy📣\n\n\n😕 Student union highly condemns this decision of Innopolis University\n\n📌 We totally disagree with current scholarship policy of IU, therefore we won't support or soften such decisions of IU\n\n🧐 We are currently working on our plan of actions in terms of this situation. It can take sometime, stay tuned.\n\n❌ Because of this situation, all projects and events that SU have planned are cancelled"
559224,2020-11-24T10:15:57+00:00,simplearink,559223,"@SkarletSkay пиши мне если что, готова помочь"
559225,2020-11-24T10:16:20+00:00,passgressive,,"/sveta_is_new_Lenin"
559226,2020-11-24T10:16:23+00:00,myaksik,,"какая же у нас охуенная студ организация все-таки"
